-3.000000000000000000e+02,1.342322674214471018e-02
-2.939393939393939377e+02,1.407552190361803339e-02
-2.878787878787878185e+02,1.476739917976071549e-02
-2.818181818181818130e+02,1.550159652430904006e-02
-2.757575757575757507e+02,1.628104708788990704e-02
-2.696969696969696315e+02,1.710889071609950768e-02
-2.636363636363636260e+02,1.798848533737540736e-02
-2.575757575757575637e+02,1.892341798981976575e-02
-2.515151515151515298e+02,1.991751516471831560e-02
-2.454545454545454390e+02,2.097485205785973306e-02
-2.393939393939393767e+02,2.209976021536541255e-02
-2.333333333333333428e+02,2.329683293586546494e-02
-2.272727272727272521e+02,2.457092764266537513e-02
-2.212121212121211897e+02,2.592716426522572587e-02
-2.151515151515151558e+02,2.737091846626476740e-02
-2.090909090909090651e+02,2.890780831710702825e-02
-2.030303030303030027e+02,3.054367275861491829e-02
-1.969696969696969688e+02,3.228453988894564031e-02
-1.909090909090909065e+02,3.413658279587162420e-02
-1.848484848484848158e+02,3.610606030768011981e-02
-1.787878787878787818e+02,3.819923968520391039e-02
-1.727272727272727195e+02,4.042229793796039278e-02
-1.666666666666666572e+02,4.278119814867930443e-02
-1.606060606060605949e+02,4.528153697353091978e-02
-1.545454545454545325e+02,4.792835940545632500e-02
-1.484848484848484702e+02,5.072593701740165523e-02
-1.424242424242424363e+02,5.367750633188157761e-02
-1.363636363636363455e+02,5.678496480296631177e-02
-1.303030303030302832e+02,6.004852327288386082e-02
-1.242424242424242351e+02,6.346631581449227455e-02
-1.181818181818181586e+02,6.703397072735688134e-02
-1.121212121212121247e+02,7.074415023153855786e-02
-1.060606060606060481e+02,7.458607116076988730e-02
-9.999999999999997158e+01,7.854502466651944181e-02
-9.393939393939393767e+01,8.260191943954324489e-02
-8.787878787878786113e+01,8.673287987873884441e-02
-8.181818181818181301e+01,9.090893739332479850e-02
-7.575757575757575069e+01,9.509585875091788876e-02
-6.969696969696967415e+01,9.925415895837969016e-02
-6.363636363636363313e+01,1.033393462682968278e-01
-5.757575757575755659e+01,1.073024421768413589e-01
-5.151515151515151558e+01,1.110908085372560028e-01
-4.545454545454546746e+01,1.146492964679231147e-01
-3.939393939393936961e+01,1.179217077307190692e-01
-3.333333333333332860e+01,1.208525299783594492e-01
-2.727272727272728048e+01,1.233888753029638297e-01
-2.121212121212118262e+01,1.254825206606385024e-01
-1.515151515151513806e+01,1.270919236047911571e-01
-9.090909090909093493e+00,1.281840720211129825e-01
-3.030303030302994305e+00,1.287360260431263115e-01
3.030303030303049816e+00,1.287360260431263115e-01
9.090909090909093493e+00,1.281840720211129825e-01
1.515151515151513806e+01,1.270919236047911571e-01
2.121212121212123947e+01,1.254825206606385024e-01
2.727272727272728048e+01,1.233888753029638297e-01
3.333333333333332860e+01,1.208525299783594492e-01
3.939393939393942645e+01,1.179217077307190414e-01
4.545454545454546746e+01,1.146492964679231147e-01
5.151515151515151558e+01,1.110908085372560028e-01
5.757575757575761344e+01,1.073024421768413311e-01
6.363636363636365445e+01,1.033393462682968139e-01
6.969696969696970257e+01,9.925415895837969016e-02
7.575757575757575069e+01,9.509585875091788876e-02
8.181818181818184144e+01,9.090893739332478463e-02
8.787878787878788955e+01,8.673287987873884441e-02
9.393939393939393767e+01,8.260191943954324489e-02
1.000000000000000284e+02,7.854502466651938630e-02
1.060606060606060765e+02,7.458607116076987342e-02
1.121212121212121247e+02,7.074415023153855786e-02
1.181818181818181586e+02,6.703397072735688134e-02
1.242424242424242635e+02,6.346631581449226067e-02
1.303030303030303116e+02,6.004852327288384001e-02
1.363636363636363455e+02,5.678496480296631177e-02
1.424242424242424647e+02,5.367750633188157761e-02
1.484848484848484986e+02,5.072593701740164135e-02
1.545454545454545325e+02,4.792835940545632500e-02
1.606060606060606517e+02,4.528153697353090590e-02
1.666666666666666856e+02,4.278119814867928361e-02
1.727272727272727195e+02,4.042229793796039278e-02
1.787878787878787818e+02,3.819923968520391039e-02
1.848484848484848726e+02,3.610606030768010594e-02
1.909090909090909065e+02,3.413658279587162420e-02
1.969696969696969688e+02,3.228453988894564031e-02
2.030303030303030596e+02,3.054367275861489747e-02
2.090909090909090366e+02,2.890780831710702825e-02
2.151515151515151558e+02,2.737091846626476740e-02
2.212121212121212466e+02,2.592716426522571199e-02
2.272727272727272236e+02,2.457092764266538207e-02
2.333333333333333428e+02,2.329683293586546494e-02
2.393939393939394336e+02,2.209976021536540561e-02
2.454545454545454390e+02,2.097485205785974000e-02
2.515151515151515298e+02,1.991751516471831560e-02
2.575757575757576205e+02,1.892341798981975881e-02
2.636363636363636260e+02,1.798848533737540736e-02
2.696969696969696884e+02,1.710889071609949727e-02
2.757575757575758075e+02,1.628104708788989663e-02
2.818181818181818130e+02,1.550159652430904006e-02
2.878787878787878753e+02,1.476739917976070855e-02
2.939393939393939945e+02,1.407552190361802645e-02
3.000000000000000000e+02,1.342322674214471018e-02
