-3.775000000000000000e+02,-3.676448802863455589e-05
-3.715000000000000000e+02,-3.618015179506685482e-05
-3.655000000000000000e+02,-3.559581556149915376e-05
-3.595000000000000000e+02,-3.501147932793145269e-05
-3.535000000000000000e+02,-3.442714309436375162e-05
-3.475000000000000568e+02,-3.384280686079605056e-05
-3.415000000000000000e+02,-3.325847062722834949e-05
-3.355000000000000000e+02,-3.267413439366064843e-05
-3.295000000000000000e+02,-3.208979816009294736e-05
-3.235000000000000000e+02,-3.150546192652524630e-05
-3.175000000000000000e+02,-3.092112569295753845e-05
-3.115000000000000000e+02,-3.033678945938983739e-05
-3.055000000000000000e+02,-2.975245322582213632e-05
-2.995000000000000000e+02,-2.916811699225443526e-05
-2.935000000000000000e+02,-2.858378075868673080e-05
-2.875000000000000000e+02,-2.799944452511902974e-05
-2.815000000000000000e+02,-2.741510829155132528e-05
-2.754999999999999432e+02,-2.683077205798362422e-05
-2.695000000000000000e+02,-2.624643582441592993e-05
-2.635000000000000000e+02,-2.566209959084822547e-05
-2.575000000000000000e+02,-2.507776335728052441e-05
-2.515000000000000000e+02,-2.449342712371281995e-05
-2.455000000000000000e+02,-2.390909089014512227e-05
-2.395000000000000000e+02,-2.332475465657742121e-05
-2.334999999999999716e+02,-2.274041842300971675e-05
-2.275000000000000000e+02,-2.215608218944201908e-05
-2.215000000000000000e+02,-2.157174595587431462e-05
-2.155000000000000000e+02,-2.098740972230661356e-05
-2.095000000000000000e+02,-2.040307348873891249e-05
-2.035000000000000000e+02,-1.981873725517120804e-05
-1.975000000000000000e+02,-1.923440102160351036e-05
-1.915000000000000000e+02,-1.865006478803580591e-05
-1.855000000000000000e+02,-1.806572855446810484e-05
-1.795000000000000000e+02,-1.748139232090040377e-05
-1.735000000000000000e+02,-1.689705608733269932e-05
-1.675000000000000000e+02,-1.631271985376500164e-05
-1.615000000000000000e+02,-1.572838362019730058e-05
-1.555000000000000000e+02,-1.514404738662959951e-05
-1.495000000000000000e+02,-1.455971115306189506e-05
-1.435000000000000000e+02,-1.397537491949419399e-05
-1.375000000000000000e+02,-1.339103868592649462e-05
-1.315000000000000000e+02,-1.280670245235879186e-05
-1.255000000000000000e+02,-1.222236621879109079e-05
-1.195000000000000000e+02,-1.163802998522338803e-05
-1.134999999999999858e+02,-1.105369375165568697e-05
-1.074999999999999858e+02,-1.046935751808798421e-05
-1.014999999999999858e+02,-9.885021284520281447e-06
-9.549999999999997158e+01,-9.300685050952580381e-06
-8.949999999999997158e+01,-8.716348817384879315e-06
-8.350000000000001421e+01,-8.132012583817181637e-06
-7.750000000000001421e+01,-7.547676350249480571e-06
-7.150000000000001421e+01,-6.963340116681776964e-06
-6.550000000000000000e+01,-6.379003883114075898e-06
-5.950000000000000000e+01,-5.794667649546373138e-06
-5.349999999999999289e+01,-5.210331415978671226e-06
-4.749999999999998579e+01,-4.625995182410969313e-06
-4.149999999999997868e+01,-4.041658948843266553e-06
-3.549999999999997868e+01,-3.457322715275565487e-06
-2.949999999999997158e+01,-2.872986481707862727e-06
-2.350000000000002132e+01,-2.288650248140166320e-06
-1.750000000000001421e+01,-1.704314014572464407e-06
-1.150000000000001066e+01,-1.119977781004762282e-06
-5.500000000000005329e+00,-5.356415474370601574e-07
5.000000000000004441e-01,4.869468613064183490e-08
6.500000000000005329e+00,6.330309196983438802e-07
1.250000000000001066e+01,1.217367153266046005e-06
1.850000000000001776e+01,1.801703386833747918e-06
2.450000000000002132e+01,2.386039620401449831e-06
3.050000000000002842e+01,2.970375853969152167e-06
3.650000000000003553e+01,3.554712087536854080e-06
4.249999999999998579e+01,4.139048321104550911e-06
4.849999999999998579e+01,4.723384554672253671e-06
5.449999999999999289e+01,5.307720788239954737e-06
6.050000000000000000e+01,5.892057021807657496e-06
6.650000000000000000e+01,6.476393255375358562e-06
7.250000000000001421e+01,7.060729488943061322e-06
7.850000000000001421e+01,7.645065722510764082e-06
8.450000000000001421e+01,8.229401956078465148e-06
9.050000000000002842e+01,8.813738189646166214e-06
9.650000000000002842e+01,9.398074423213868974e-06
1.024999999999999858e+02,9.982410656781566652e-06
1.084999999999999858e+02,1.056674689034926941e-05
1.144999999999999858e+02,1.115108312391696878e-05
1.205000000000000000e+02,1.173541935748467154e-05
1.265000000000000000e+02,1.231975559105237430e-05
1.325000000000000000e+02,1.290409182462007706e-05
1.385000000000000000e+02,1.348842805818777982e-05
1.445000000000000284e+02,1.407276429175547919e-05
1.505000000000000284e+02,1.465710052532318195e-05
1.565000000000000284e+02,1.524143675889088471e-05
1.625000000000000284e+02,1.582577299245858747e-05
1.685000000000000284e+02,1.641010922602628854e-05
1.745000000000000568e+02,1.699444545959399299e-05
1.805000000000000568e+02,1.757878169316169406e-05
1.865000000000000568e+02,1.816311792672939174e-05
1.925000000000000568e+02,1.874745416029709619e-05
1.985000000000000568e+02,1.933179039386479726e-05
2.044999999999999716e+02,1.991612662743249155e-05
2.104999999999999716e+02,2.050046286100019261e-05
2.164999999999999716e+02,2.108479909456789368e-05
2.224999999999999716e+02,2.166913532813559813e-05
